Zeit;Kanal A
(ms);(V)

11.75930204;0.62253930
11.78430204;0.62253930
11.80930204;0.62253930
11.83430204;0.62253930
11.85930204;0.62253930
11.88430204;0.62253930
11.90930204;0.62253930
11.93430204;0.60371550
11.95930203;0.62253930
11.98430203;0.60371550
12.00930203;0.62253930
12.03430203;0.60371550
12.05930203;0.62253930
12.08430203;0.62253930
12.10930203;0.62253930
12.13430203;0.60371550
12.15930203;0.60371550
12.18430203;0.60371550
12.20930203;0.62253930
12.23430203;0.60371550
12.25930203;0.62253930
12.28430203;0.52823570
12.30930203;0.60371550
12.33430203;0.26408710
12.35930202;0.60371550
12.38430202;0.62253930
12.40930202;0.60371550
12.43430202;0.64142470
12.45930202;0.67919530
12.48430202;0.60371550
12.50930202;0.58483020
12.53430202;0.64142470
12.55930202;0.60371550
12.58430202;0.56594490
12.60930202;0.60371550
12.63430202;0.60371550
12.65930202;0.64142470
12.68430202;0.62253930
12.70930202;0.60371550
12.73430202;0.60371550
12.75930201;0.62253930
12.78430201;0.62253930
12.80930201;0.62253930
12.83430201;0.60371550
12.85930201;0.62253930
12.88430201;0.64142470
12.90930201;0.64142470
12.93430201;0.62253930
12.95930201;0.64142470
12.98430201;0.60371550
13.00930201;0.60371550
13.03430201;0.62253930
13.05930201;0.62253930
13.08430201;0.60371550
13.10930201;0.62253930
13.13430200;0.62253930
13.15930200;0.60371550
13.18430200;0.62253930
13.20930200;0.60371550
13.23430200;0.64142470
13.25930200;0.60371550
13.28430200;0.62253930
13.30930200;0.62253930
13.33430200;0.62253930
13.35930200;0.62253930
13.38430200;0.62253930
13.40930200;0.62253930
13.43430200;0.62253930
13.45930200;0.60371550
13.48430200;0.60371550
13.50930200;0.62253930
13.53430199;0.62253930
13.55930199;0.60371550
13.58430199;0.60371550
13.60930199;0.62253930
13.63430199;0.58483020
13.65930199;0.62253930
13.68430199;0.60371550
13.70930199;0.62253930
13.73430199;0.62253930
13.75930199;0.62253930
13.78430199;0.62253930
13.80930199;0.62253930
13.83430199;0.62253930
13.85930199;0.62253930
13.88430199;0.60371550
13.90930199;0.62253930
13.93430198;0.62253930
13.95930198;0.62253930
13.98430198;0.62253930
14.00930198;0.62253930
14.03430198;0.62253930
14.05930198;0.62253930
14.08430198;0.66031000
14.10930198;0.62253930
14.13430198;0.60371550
14.15930198;0.62253930
14.18430198;0.62253930
14.20930198;0.62253930
14.23430198;0.62253930
14.25930198;0.60371550
14.28430198;0.62253930
14.30930198;0.60371550
14.33430197;0.60371550
14.35930197;0.62253930
14.38430197;0.62253930
14.40930197;0.60371550
14.43430197;0.62253930
14.45930197;0.60371550
14.48430197;0.62253930
14.50930197;0.62253930
14.53430197;0.62253930
14.55930197;0.64142470
14.58430197;0.62253930
14.60930197;0.62253930
14.63430197;0.60371550
14.65930197;0.60371550
14.68430197;0.62253930
14.70930197;0.60371550
14.73430196;0.60371550
14.75930196;0.62253930
14.78430196;0.62253930
14.80930196;0.62253930
14.83430196;0.60371550
14.85930196;0.62253930
14.88430196;0.60371550
14.90930196;0.60371550
14.93430196;0.69801920
14.95930196;0.64142470
14.98430196;0.67919530
15.00930196;0.62253930
15.03430196;0.69801920
15.05930196;0.62253930
15.08430196;0.64142470
15.10930196;0.60371550
15.13430195;0.64142470
15.15930195;0.58483020
15.18430195;0.60371550
15.20930195;0.56594490
15.23430195;0.64142470
15.25930195;0.58483020
15.28430195;0.62253930
15.30930195;0.62253930
15.33430195;0.60371550
15.35930195;0.62253930
15.38430195;0.62253930
15.40930195;0.62253930
15.43430195;0.62253930
15.45930195;0.62253930
15.48430195;0.62253930
15.50930194;0.60371550
15.53430194;0.62253930
15.55930194;0.60371550
15.58430194;0.62253930
15.60930194;0.62253930
15.63430194;0.62253930
15.65930194;0.60371550
15.68430194;0.60371550
15.70930194;0.62253930
15.73430194;0.62253930
15.75930194;0.58483020
15.78430194;0.62253930
15.80930194;0.60371550
15.83430194;0.62253930
15.85930194;0.60371550
15.88430194;0.62253930
15.90930193;0.62253930
15.93430193;0.62253930
15.95930193;0.62253930
15.98430193;0.62253930
16.00930193;0.54712100
16.03430193;0.62253930
16.05930193;0.60371550
16.08430193;0.62253930
16.10930193;0.62253930
16.13430193;0.60371550
16.15930193;0.62253930
16.18430193;0.60371550
